Security Id,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
LTIM,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
LUMAXTECH,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
LATENTVIEW,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
LUMAXIND,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
LUXIND,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
LYKALABS,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
LODHA,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
MAGADSUGAR,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
MAHAPEXLTD,Financial Services,Financial Services,Finance,Other Financial Services
MHLXMIRU,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
MGL,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier
MAHSCOOTER,Financial Services,Financial Services,Finance,Investment Company
MAHSEAMLES,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
M&MFIN,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
LORDSCHLO,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
M&M,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles
MAHEPC,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
MHRIL,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
MAHLOG,Services,Services,Transport Services,Logistics Solution Provider
MAITHANALL,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese
LUPIN,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
MAMATA,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
MANINDS,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
MANINFRA,Industrials,Construction,Construction,Civil Construction
KRBL,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
MANAKCOAT,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
MANBA,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
MANCREDIT,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
MANGLMCEM,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
MRPL,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
MANKIND,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
MAHLIFE,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
MVGJL,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
MANAPPURAM,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
MALLCOM,Industrials,Capital Goods,Industrial Products,Other Industrial Products
MARICO,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
MARKSANS,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
MARUTI,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles
MASFIN,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
MASTEK,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
MASTERTR,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
MATRIMONY,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail
MAWANASUG,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
MANORAMA,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products
MAXESTATES,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
MFSL,Financial Services,Financial Services,Insurance,Life Insurance
MAXHEALTH,Healthcare,Healthcare,Healthcare Services,Hospital
MAXIND,Financial Services,Financial Services,Finance,Holding Company
MAYURUNIQ,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products
MAZDA,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
MEDIASSIST,Financial Services,Financial Services,Insurance,Insurance Distributors
MEDPLUS,Consumer Discretionary,Consumer Services,Retailing,Pharmacy Retail
MARATHON,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
METROBRAND,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear
METROPOLIS,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
MINDACORP,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
MINDTECK,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
MIDHANI,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
MMFL,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
MODISONLTD,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
MOIL,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
MOLDTKPAC,Industrials,Capital Goods,Industrial Products,Packaging
MOLDTECH,Industrials,Construction,Construction,Civil Construction
MAZDOCK,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services
MONARCH,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
MONTECARLO,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
MOSCHIP,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
MPHASIS,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
MPSLTD,Consumer Discretionary,Consumer Services,Other Consumer Services,E-Learning
BECTORFOOD,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
MSTCLTD,Services,Services,Commercial Services & Supplies,Trading & Distributors
MTARTECH,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
MEDICAMEQ,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
MOTILALOFS,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
MCX,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform
MUNJALSHOW,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
MUKANDLTD,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
MUTHOOTCAP,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
MUTHOOTFIN,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
MUTHOOTMF,Financial Services,Financial Services,Finance,Microfinance Institutions
NAHARCAP,Financial Services,Financial Services,Finance,Investment Company
NAHARINDUS,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
NSIL,Financial Services,Financial Services,Finance,Investment Company
NAHARSPING,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
NH,Healthcare,Healthcare,Healthcare Services,Hospital
NATHBIOGEN,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
NATCOPHARM,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NATIONALUM,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium
NATCAPSUQ,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NFL,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
MENONBE,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NAVA,Utilities,Power,Power,Power Generation
NAVINFLUOR,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NAVNETEDUL,Consumer Discretionary,"Media, Entertainment & Publication",Printing & Publication,Printing & Publication
NAZARA,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Digital Entertainment
NAVKARCORP,Services,Services,Transport Services,Logistics Solution Provider
NCC,Industrials,Construction,Construction,Civil Construction
NELCAST,Industrials,Capital Goods,Industrial Products,Castings & Forgings
NELCO,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
NEOGEN,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NESCO,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
NESTLEIND,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
NETWEB,Information Technology,Information Technology,IT - Services,IT Enabled Services
NPST,Information Technology,Information Technology,IT - Services,IT Enabled Services
NEULANDLAB,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NDTV,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
NEWGEN,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
NHPC,Utilities,Power,Power,Power Generation
NIBE,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
NIITMTS,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
NIITLTD,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
NILKAMAL,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer
NINSYS,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
NBCC,Industrials,Construction,Construction,Civil Construction
NAM-INDIA,Financial Services,Financial Services,Capital Markets,Asset Management Company
NDRAUTO,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NLCINDIA,Utilities,Power,Power,Power Generation
NCLIND,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
NORTHARC,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
NRAIL,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
NRBBEARING,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NTPCGREEN,Utilities,Power,Power,Power Generation
NTPC,Utilities,Power,Power,Power Generation
NUCLEUS,Information Technology,Information Technology,IT - Software,Software Products
NUVAMA,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
NUVOCO,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
OBEROIRLTY,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
ONGC,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production
OIL,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production
NITINSPIN,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
OLECTRA,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles
OMINFRAL,Industrials,Construction,Construction,Civil Construction
PAYTM,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
ONESOURCE,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
ONWARDTEC,Information Technology,Information Technology,IT - Services,IT Enabled Services
OPTIEMUS,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
OFSS,Information Technology,Information Technology,IT - Software,Software Products
ORBTEXP,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
ORCHPHARMA,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
ORIENTBELL,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics
ORIENTCEM,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
ORIENTELEC,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
ORIENTTECH,Information Technology,Information Technology,IT - Services,IT Enabled Services
OAL,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
ORIENTHOT,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
NOCIL,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
ORISSAMINE,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
PNGJL,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
PAGEIND,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
PAKKA,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
PALASHSECU,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
PANAMAPET,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants
PARADEEP,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
PARAGMILK,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products
NITCO,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics
PATANJALI,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
PAVNAIND,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
POLICYBZR,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
PCBL,Commodities,Chemicals,Chemicals & Petrochemicals,Carbon Black
PDSL,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products
PGIL,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
PENIND,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
PERSISTENT,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
PETRONET,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier
PFIZER,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
PGEL,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
PIIND,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
PIDILITIND,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
PARAS,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
PILANIINVS,Financial Services,Financial Services,Finance,Holding Company
PANACEABIO,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
PPLPHARMA,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
MOBIKWIK,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
PLATIND,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
PNBHOUSING,Financial Services,Financial Services,Finance,Housing Finance Company
PNCINFRA,Industrials,Construction,Construction,Civil Construction
PODDARMENT,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
POKARNA,Consumer Discretionary,Consumer Durables,Consumer Durables,Granites & Marbles
POLYMED,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
POLYCAB,Industrials,Capital Goods,Industrial Products,Cables - Electricals
POLYPLEX,Industrials,Capital Goods,Industrial Products,Packaging
POCL,Commodities,Metals & Mining,Diversified Metals,Diversified Metals
PONNIERODE,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
PITTIENG,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
POONAWALLA,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
PIXTRANS,Industrials,Capital Goods,Industrial Products,Rubber
PVSL,Consumer Discretionary,Automobile and Auto Components,Automobiles,Auto Dealer
POWERMECH,Industrials,Construction,Construction,Civil Construction
PPAP,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
PRABHA,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production
PLASTIBLEN,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
PRAKASH,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
PPL,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
DIAMONDYD,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
PRECAM,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
PRECWIRE,Industrials,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products"
PREMIERENE,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
PREMEXPLN,Commodities,Chemicals,Chemicals & Petrochemicals,Explosives
PRESTIGE,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
PRICOLLTD,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
POWERGRID,Utilities,Power,Power,Power - Transmission
PFOCUS,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
PRIMESECU,Financial Services,Financial Services,Finance,Other Financial Services
PRSMJOHNSN,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
PRIVISCL,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
PGHL,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
PGHH,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
PROTEAN,Information Technology,Information Technology,IT - Services,IT Enabled Services
PRUDENT,Financial Services,Financial Services,Capital Markets,Financial Products Distributor
PSPPROJECT,Industrials,Construction,Construction,Civil Construction
PTC,Utilities,Power,Power,Power Trading
PRAJIND,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
PTCIL,Industrials,Capital Goods,Industrial Products,Other Industrial Products
PUNJABCHEM,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
PURVA,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
PVRINOX,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
PYRAMID,Industrials,Capital Goods,Industrial Products,Packaging
QUADFUTURE,Industrials,Capital Goods,Industrial Products,Cables - Electricals
QPOWER,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
QUESS,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
PRINCEPIPE,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
QUICKHEAL,Information Technology,Information Technology,IT - Software,Software Products
RRKABEL,Industrials,Capital Goods,Industrial Products,Cables - Electricals
RSYSTEMS,Information Technology,Information Technology,IT - Services,IT Enabled Services
RACE,Utilities,Utilities,Other Utilities,Waste Management
RACLGEAR,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
RADICO,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
RPEL,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories
PNB,Financial Services,Financial Services,Banks,Public Sector Bank
RVNL,Industrials,Construction,Construction,Civil Construction
RAILTEL,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services
RAIN,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals
RAJRATAN,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
RALLIS,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
RAMRAT,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
RAMCOIND,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials
RAMCOSYS,Information Technology,Information Technology,IT - Software,Software Products
RKFORGE,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
RKSWAMY,Consumer Discretionary,"Media, Entertainment & Publication",Media,Advertising & Media Agencies
RML,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
